DEPTH,C13Z,C24Z,CALZ,CN,CNCD,GRZ,LSN,PE,PORD,SSN,TENZ,ZCOR,ZDEN
405.7,-999.25,234.0829,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
405.8,-999.25,234.0056,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
405.9,-999.25,233.8925,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406,-999.25,233.6723,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.1,-999.25,233.441,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.2,-999.25,233.2686,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.3,-999.25,233.2022,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.4,-999.25,233.0417,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.5,-999.25,232.8574,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.6,-999.25,232.7121,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.7,-999.25,232.6563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.8,-999.25,232.6215,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
406.9,-999.25,232.6189,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407,-999.25,232.6281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.1,-999.25,232.6384,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.2,-999.25,232.6519,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.3,-999.25,232.6633,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.4,-999.25,232.641,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.5,-999.25,232.5997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.6,-999.25,232.5138,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.7,-999.25,232.3775,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.8,-999.25,232.296,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
407.9,-999.25,232.4448,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408,-999.25,232.7186,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.1,-999.25,232.935,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.2,-999.25,232.9675,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.3,-999.25,232.9849,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.4,-999.25,232.997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.5,-999.25,232.9667,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.6,-999.25,232.9334,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.7,-999.25,232.9476,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.8,-999.25,232.9811,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
408.9,-999.25,233.0454,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409,-999.25,233.1443,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.1,-999.25,233.2798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.2,-999.25,233.5017,-999.25,-999.25,-999.25,41.3439,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.3,-999.25,233.6917,-999.25,-999.25,-999.25,41.9755,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.4,-999.25,233.8098,-999.25,-999.25,-999.25,42.6892,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.5,-999.25,233.7588,-999.25,-999.25,-999.25,43.2567,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.6,-999.25,233.673,-999.25,-999.25,-999.25,43.0642,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.7,-999.25,233.6037,-999.25,-999.25,-999.25,42.6094,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.8,-999.25,233.55,-999.25,-999.25,-999.25,41.9144,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
409.9,-999.25,233.4207,-999.25,-999.25,-999.25,42.0923,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410,-999.25,233.2828,-999.25,-999.25,-999.25,42.7859,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.1,-999.25,233.1944,-999.25,-999.25,-999.25,44.4012,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.2,-999.25,233.1785,-999.25,-999.25,-999.25,45.8219,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.3,-999.25,233.1523,-999.25,-999.25,-999.25,45.791,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.4,-999.25,233.0619,-999.25,-999.25,-999.25,45.0235,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.5,-999.25,232.8549,-999.25,-999.25,-999.25,42.9619,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.6,-999.25,232.7284,-999.25,-999.25,-999.25,41.1492,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.7,-999.25,232.6645,-999.25,-999.25,-999.25,40.0187,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.8,-999.25,232.6812,-999.25,-999.25,-999.25,40.5436,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
410.9,-999.25,232.6811,-999.25,-999.25,-999.25,42.4354,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411,-999.25,232.6823,-999.25,-999.25,-999.25,44.6859,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.1,-999.25,232.6867,-999.25,-999.25,-999.25,47.6309,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.2,-999.25,232.6719,-999.25,-999.25,-999.25,51.1349,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.3,-999.25,232.6465,-999.25,-999.25,-999.25,54.5666,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.4,-999.25,232.5946,-999.25,-999.25,-999.25,57.0576,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.5,-999.25,232.5143,-999.25,-999.25,-999.25,57.1886,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.6,-999.25,232.432,-999.25,-999.25,-999.25,56.3527,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.7,-999.25,232.3672,-999.25,-999.25,-999.25,53.9857,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.8,-999.25,232.3142,-999.25,-999.25,-999.25,51.4121,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
411.9,-999.25,232.2843,-999.25,-999.25,-999.25,49.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
412,-999.25,232.2701,-999.25,-999.25,-999.25,47.6665,497.1864,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
412.1,-999.25,232.2972,-999.25,-999.25,-999.25,47.0158,503.5201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
412.2,-999.25,232.3864,-999.25,-999.25,-999.25,47.6148,498.4931,-999.25,-999.25,1683.7339,-999.25,-999.25,-999.25
412.3,-999.25,232.4815,-999.25,-999.25,-999.25,48.5401,491.4108,-999.25,-999.25,1706.2562,-999.25,-999.25,-999.25
412.4,-999.25,232.5583,-999.25,-999.25,-999.25,49.8289,483.8866,-999.25,-999.25,1720.9225,-999.25,-999.25,-999.25
412.5,-999.25,232.595,-999.25,-999.25,-999.25,50.6937,479.7834,-999.25,-999.25,1717.3168,-999.25,-999.25,-999.25
412.6,-999.25,232.6222,-999.25,-999.25,-999.25,51.3257,475.3768,-999.25,-999.25,1707.8398,-999.25,-999.25,-999.25
412.7,-999.25,232.6176,-999.25,-999.25,-999.25,51.5041,468.4528,-999.25,-999.25,1690.8208,-999.25,-999.25,-999.25
412.8,-999.25,232.5993,-999.25,-999.25,-999.25,51.1326,460.0592,-999.25,-999.25,1676.4962,-999.25,-999.25,-999.25
412.9,-999.25,232.5988,-999.25,-999.25,-999.25,50.4833,452.9291,-999.25,-999.25,1664.3099,-999.25,-999.25,-999.25
413,-999.25,232.6329,-999.25,-999.25,-999.25,49.398,451.4137,-999.25,-999.25,1657.1774,-999.25,-999.25,-999.25
413.1,-999.25,232.6323,-999.25,-999.25,-999.25,48.9488,455.8482,-999.25,-999.25,1654.7114,-999.25,-999.25,-999.25
413.2,-999.25,232.6148,-999.25,-999.25,-999.25,49.01,460.8958,-999.25,-999.25,1654.2351,-999.25,-999.25,-999.25
413.3,-999.25,232.5659,-999.25,-999.25,-999.25,50.3246,462.4096,-999.25,-999.25,1658.1344,-999.25,-999.25,-999.25
413.4,-999.25,232.4988,-999.25,-999.25,-999.25,52.071,458.6676,-999.25,-999.25,1664.854,-999.25,-999.25,-999.25
413.5,-999.25,232.4825,-999.25,-999.25,-999.25,52.9019,453.9432,-999.25,-999.25,1674.1488,-999.25,-999.25,-999.25
413.6,-999.25,232.5072,-999.25,-999.25,-999.25,53.033,451.7165,-999.25,-999.25,1683.6379,-999.25,-999.25,-999.25
413.7,-999.25,232.5904,-999.25,-999.25,-999.25,51.9069,454.9609,-999.25,-999.25,1692.0773,-999.25,-999.25,-999.25
413.8,-999.25,232.6205,-999.25,-999.25,-999.25,50.6693,457.9462,-999.25,-999.25,1695.2136,-999.25,-999.25,-999.25
413.9,-999.25,232.6127,-999.25,-999.25,-999.25,49.7984,458.372,-999.25,-999.25,1696.0879,-999.25,-999.25,-999.25
414,-999.25,232.558,-999.25,-999.25,-999.25,49.7132,453.1767,-999.25,-999.25,1692.8969,-999.25,-999.25,-999.25
414.1,-999.25,232.5643,-999.25,-999.25,-999.25,49.6964,447.9318,-999.25,-999.25,1686.092,-999.25,-999.25,-999.25
414.2,-999.25,232.5763,-999.25,-999.25,-999.25,49.6219,444.3874,-999.25,-999.25,1677.4142,-999.25,-999.25,-999.25
414.3,-999.25,232.5314,-999.25,-999.25,-999.25,49.5348,445.1496,-999.25,-999.25,1664.3827,-999.25,-999.25,-999.25
414.4,-999.25,232.4012,-999.25,-999.25,-999.25,49.7157,447.9969,-999.25,-999.25,1649.0626,-999.25,-999.25,-999.25
414.5,-999.25,232.2973,-999.25,-999.25,-999.25,49.9932,450.5431,-999.25,-999.25,1634.672,-999.25,-999.25,-999.25
414.6,-999.25,232.3253,-999.25,-999.25,-999.25,50.51,450.4532,-999.25,-999.25,1625.2998,-999.25,-999.25,-999.25
414.7,-999.25,232.3813,-999.25,-999.25,-999.25,51.7291,445.0121,-999.25,-999.25,1621.1869,-999.25,-999.25,-999.25
414.8,-999.25,232.4091,-999.25,-999.25,-999.25,53.3192,437.4411,-999.25,-999.25,1617.4794,-999.25,-999.25,-999.25
414.9,-999.25,232.3633,-999.25,-999.25,-999.25,55.5468,426.5059,-999.25,-999.25,1609.9476,-999.25,-999.25,-999.25
415,-999.25,232.3175,-999.25,-999.25,-999.25,57.4313,415.1082,-999.25,-999.25,1594.915,-999.25,-999.25,-999.25
415.1,-999.25,232.2713,-999.25,-999.25,-999.25,57.7157,404.7037,-999.25,-999.25,1569.6909,-999.25,-999.25,-999.25
415.2,-999.25,232.2347,-999.25,-999.25,-999.25,57.4088,394.6112,-999.25,-999.25,1543.6158,-999.25,-999.25,-999.25
415.3,-999.25,232.2305,-999.25,-999.25,-999.25,56.035,386.2201,-999.25,-999.25,1520.8232,-999.25,-999.25,-999.25
415.4,-999.25,232.2608,-999.25,-999.25,-999.25,53.7254,384.8817,-999.25,-999.25,1516.3898,-999.25,-999.25,-999.25
415.5,-999.25,232.2976,-999.25,-999.25,-999.25,51.0678,387.1829,-999.25,-999.25,1521.593,-999.25,-999.25,-999.25
415.6,-999.25,232.3295,-999.25,-999.25,-999.25,48.028,396.0944,-999.25,-999.25,1545.2693,-999.25,-999.25,-999.25
415.7,-999.25,232.3157,-999.25,-999.25,-999.25,46.1455,407.3384,-999.25,-999.25,1573.9186,-999.25,-999.25,-999.25
415.8,-999.25,232.2946,-999.25,-999.25,-999.25,45.0146,418.7934,-999.25,-999.25,1599.5204,-999.25,-999.25,-999.25
415.9,-999.25,232.282,-999.25,-999.25,-999.25,45.4074,429.2696,-999.25,-999.25,1613.8784,-999.25,-999.25,-999.25
416,-999.25,232.2789,-999.25,-999.25,-999.25,46.0754,433.5989,-999.25,-999.25,1616.0736,-999.25,-999.25,-999.25
416.1,-999.25,232.2727,-999.25,-999.25,-999.25,46.5973,434.5694,-999.25,-999.25,1615.2028,-999.25,-999.25,-999.25
416.2,-999.25,232.2662,-999.25,-999.25,-999.25,46.8198,429.5554,-999.25,-999.25,1611.3123,-999.25,-999.25,-999.25
416.3,-999.25,232.2724,-999.25,-999.25,-999.25,47.4522,428.6358,-999.25,-999.25,1609.2998,-999.25,-999.25,-999.25
416.4,-999.25,232.279,-999.25,-999.25,-999.25,48.2412,431.6126,-999.25,-999.25,1608.7452,-999.25,-999.25,-999.25
416.5,-999.25,232.274,-999.25,-999.25,-999.25,48.9645,443.1956,-999.25,-999.25,1612.0378,-999.25,-999.25,-999.25
416.6,-999.25,232.2727,-999.25,-999.25,-999.25,49.0974,453.5939,-999.25,-999.25,1617.4633,-999.25,-999.25,-999.25
416.7,-999.25,232.3428,-999.25,-999.25,-999.25,48.4486,452.1794,-999.25,-999.25,1622.4017,-999.25,-999.25,-999.25
416.8,-999.25,232.4215,-999.25,-999.25,-999.25,47.7533,446.2514,-999.25,-999.25,1626.1354,-999.25,-999.25,-999.25
416.9,-999.25,232.4818,-999.25,-999.25,-999.25,47.2792,433.0841,-999.25,-999.25,1627.4315,-999.25,-999.25,-999.25
417,-999.25,232.4478,-999.25,-999.25,-999.25,47.412,419.5186,-999.25,-999.25,1627.8247,-999.25,-999.25,-999.25
417.1,-999.25,232.3914,-999.25,-999.25,-999.25,47.7509,407.9597,-999.25,-999.25,1627.7233,-999.25,-999.25,-999.25
417.2,-999.25,232.3177,-999.25,-999.25,-999.25,48.5023,402.5706,-999.25,-999.25,1624.929,-999.25,-999.25,-999.25
417.3,-999.25,232.288,-999.25,-999.25,-999.25,49.6107,406.0364,-999.25,-999.25,1615.7504,-999.25,-999.25,-999.25
417.4,235.7742,232.2836,-999.25,-999.25,-999.25,50.7954,412.5443,-999.25,-999.25,1605.1503,-999.25,-532.0293,-999.25
417.5,235.7452,232.3319,-999.25,-999.25,-999.25,51.9772,422.5942,-999.25,-999.25,1595.3645,-999.25,-527.9906,-999.25
417.6,235.6692,232.3882,-999.25,-999.25,-999.25,52.6323,429.8595,-999.25,-999.25,1594.3431,-999.25,-527.166,-999.25
417.7,235.5938,232.4193,-999.25,-999.25,-999.25,52.9701,436.5732,-999.25,-999.25,1596.3367,-999.25,-527.9175,-999.25
417.8,235.5605,232.3618,-999.25,-999.25,-999.25,52.803,443.5304,-999.25,-999.25,1600.5292,-999.25,-531.2307,-999.25
417.9,235.5598,232.285,233.9224,-999.25,43.95,53.1776,447.6476,-999.25,-999.25,1596.7808,-999.25,-534.8448,-999.25
418,235.559,232.2297,233.8943,-999.25,43.3762,53.8161,448.2173,-999.25,-999.25,1589.0787,-999.25,-538.7454,-999.25
418.1,235.5442,232.2419,233.8931,-999.25,44.8889,54.7647,437.1216,-999.25,-999.25,1574.5214,-999.25,-543.6984,-999.25
418.2,235.5628,232.2618,233.9123,-999.25,48.262,55.5659,419.0344,-999.25,-999.25,1559.6337,-999.25,-548.2139,-999.25
418.3,235.6596,232.2599,233.9598,-999.25,51.8085,55.8777,405.1061,-999.25,-999.25,1552.012,-999.25,-547.8152,-999.25
418.4,235.7112,232.2589,233.9851,-999.25,54.293,55.9649,396.4332,-999.25,-999.25,1549.7419,-999.25,-544.3942,-999.25
418.5,235.6615,232.2684,233.965,-999.25,54.756,55.5314,397.5594,-999.25,-999.25,1559.3832,-999.25,-535.9944,-999.25
418.6,235.6705,232.3166,233.9935,-999.25,54.9994,54.3344,401.5233,-999.25,-999.25,1577.6979,-999.25,-529.5845,-999.25
418.7,235.7178,232.3792,234.0485,-999.25,55.3416,52.893,405.0904,-999.25,-999.25,1595.5903,-999.25,-526.1891,-999.25
418.8,235.7743,232.4726,234.1234,-999.25,55.6092,51.1945,407.5957,-999.25,-999.25,1608.5116,-999.25,-529.8973,-999.25
418.9,235.7508,232.553,234.1519,-999.25,54.4978,49.9429,412.3686,15.6122,29.4037,1614.3319,-999.25,-536.5728,2164.8384
419,235.7216,232.6007,234.1611,-999.25,52.8379,48.9277,418.8591,15.5137,29.4712,1619.6411,-999.25,-541.7869,2163.7246
419.1,235.7133,232.5524,234.1329,-999.25,50.5874,48.4312,428.3948,15.2168,29.3845,1627.0797,-999.25,-540.873,2165.156
419.2,235.7614,232.4652,234.1133,-999.25,49.4385,48.614,434.9875,14.9046,29.0252,1636.0314,-999.25,-533.941,2171.0845
419.3,235.8217,232.4025,234.1121,-999.25,49.0281,49.0933,438.2795,14.6035,28.6708,1642.6946,-999.25,-526.472,2176.9321
419.4,235.8447,232.4513,234.148,-999.25,50.4376,50.0489,432.0924,14.3349,28.672,1639.095,-999.25,-522.2999,2176.9116
419.5,235.7773,232.5874,234.1824,-999.25,53.2503,50.7016,418.4516,14.0942,29.6612,1621.6908,-999.25,-527.1925,2160.5901
419.6,235.6968,232.7165,234.2067,-999.25,56.0302,51.0657,404.3627,13.8558,31.0236,1600.2932,-999.25,-534.9874,2138.1104
419.7,235.6427,232.7586,234.2007,-999.25,56.931,50.6553,395.9647,13.6262,32.745,1576.7764,-999.25,-545.041,2109.707
419.8,235.6226,232.7498,234.1862,-999.25,55.405,49.7331,396.0602,13.4531,33.9154,1560.7841,-999.25,-552.2629,2090.3967
419.9,235.6415,232.7303,234.1859,-999.25,53.0378,48.2923,404.0118,13.3509,33.7962,1564.0543,-999.25,-553.4019,2092.3635
420,235.6521,232.6803,234.1662,-999.25,51.113,46.7695,412.9379,13.2622,33.3438,1575.2418,-999.25,-552.9511,2099.8269
420.1,235.6062,232.5647,234.0854,-999.25,50.2529,45.2932,422.3423,13.1944,32.599,1599.7214,-999.25,-550.7813,2112.116
420.2,235.6029,232.461,234.032,-999.25,50.1882,44.6013,428.7388,13.25,32.3752,1623.0372,-999.25,-548.9457,2115.8093
420.3,235.6468,232.3936,234.0202,-999.25,50.2397,44.2623,433.137,13.4387,32.2303,1640.3933,-999.25,-545.9937,2118.2007
420.4,235.7481,232.4089,234.0785,-999.25,50.3399,44.3931,432.9156,13.9795,31.9483,1640.9777,-999.25,-539.6156,2122.8533
420.5,235.6909,232.427,234.0589,-999.25,50.3043,44.2178,428.3234,14.6949,31.3628,1623.0769,-999.25,-531.9821,2132.5142
420.6,235.601,232.4169,234.0089,-999.25,50.1901,44.0107,422.7866,15.2781,30.8504,1600.5212,-999.25,-526.2294,2140.9683
420.7,235.5317,232.3429,233.9373,-999.25,49.9679,44.1209,416.3181,15.3378,30.7306,1573.0201,-999.25,-526.8992,2142.9446
420.8,235.6033,232.3109,233.9571,-999.25,50.2182,45.1578,409.0966,14.8823,30.8914,1548.9604,-999.25,-530.9268,2140.2922
420.9,235.7132,232.3042,234.0087,-999.25,51.0545,46.5087,400.7169,14.365,30.9744,1527.707,-999.25,-533.5501,2138.9219
421,235.8081,232.3236,234.0659,-999.25,53.946,48.3044,388.5851,13.9932,30.5146,1514.8724,-999.25,-528.7106,2146.5085
421.1,235.7401,232.3245,234.0323,-999.25,59.695,50.2192,374.8581,14.028,29.4345,1514.9847,-999.25,-524.1342,2164.3313
421.2,235.6448,232.32,233.9824,-999.25,66.1942,52.1109,362.2971,14.2015,28.5955,1520.7369,-999.25,-530.4378,2178.1738
421.3,235.6387,232.3047,233.9717,-999.25,71.8204,53.6287,356.5263,14.525,29.9084,1536.0236,-999.25,-590.5754,2156.511
421.4,235.7649,232.2463,234.0056,-999.25,72.2603,54.3693,359.208,14.7283,34.2306,1550.6506,-999.25,-715.7264,2085.1953
421.5,235.8472,232.0724,233.9598,-999.25,65.668,54.3312,371.9977,14.6039,39.4002,1554.778,-999.25,-859.4617,1999.8961
421.6,235.8675,231.8393,233.8534,-999.25,58.9554,54.3339,385.7523,14.4242,42.5087,1554.9165,-999.25,-942.9724,1948.6062
421.7,235.802,231.5269,233.6644,-999.25,53.5847,54.5681,398.8275,14.2483,40.2903,1550.5409,-999.25,-871.545,1985.2101
421.8,235.7709,231.4009,233.5859,-999.25,50.8911,54.6119,408.3582,14.2776,35.0932,1553.6223,-999.25,-728.1675,2070.9626
421.9,235.7176,231.4074,233.5625,-999.25,48.9607,54.315,416.9838,14.2976,30.6376,1561.5038,-999.25,-605.2068,2144.479
422,235.5924,231.6323,233.6124,-999.25,48.287,53.2131,424.0692,14.1941,28.8651,1578.5973,-999.25,-546.7164,2173.7261
422.1,235.5085,231.7816,233.6451,-999.25,48.5443,51.6332,427.7553,14.0628,29.3945,1596.0573,-999.25,-536.1957,2164.9912
422.2,235.4782,231.8843,233.6813,-999.25,49.2307,50.0089,428.8921,13.9903,30.2175,1610.0059,-999.25,-533.1595,2151.4119
422.3,235.5367,231.8813,233.709,-999.25,50.8707,48.3956,423.5238,14.0264,30.8948,1612.093,-999.25,-535.0331,2140.2368
422.4,235.5698,231.823,233.6964,-999.25,52.7323,46.9667,414.1582,13.9906,31.0675,1599.4227,-999.25,-535.8046,2137.3865
422.5,235.5753,231.7921,233.6837,-999.25,54.3047,45.6897,404.9424,13.9627,31.2056,1582.9467,-999.25,-535.775,2135.1072
422.6,235.5138,231.8612,233.6875,-999.25,54.8122,44.8616,399.0032,14.0909,31.5746,1565.5018,-999.25,-533.6193,2129.0186
422.7,235.5458,231.9008,233.7233,-999.25,54.3354,44.5946,399.8652,14.4699,32.3144,1563.4563,-999.25,-532.8813,2116.812
422.8,235.6422,231.9191,233.7806,-999.25,53.6362,44.5666,403.5142,14.86,33.0737,1569.6841,-999.25,-533.9027,2104.2842
422.9,235.7925,231.9455,233.869,-999.25,52.9514,45.115,411.2843,14.9778,33.4889,1591.7371,-999.25,-539.2189,2097.4324
423,235.7761,232.0186,233.8973,-999.25,52.9512,46.1391,417.0754,14.6745,33.5292,1614.1914,-999.25,-544.8261,2096.7678
